Mesh ID,Generic name,Common name,Synonyms,Tree
D009378,"Neoplasms, Second Primary","Neoplasms, Second Primary","Cancer, Second Primary|Cancer, Therapy-Associated|Second Primary Cancer|Second Malignancies|Therapy-Related Cancers|Neoplasm, Therapy-Associated|Treatment Associated Neoplasms|Treatment Related Cancer|Cancers, Treatment-Related|Therapy-Associated Cancers|Second Malignancy|Neoplasms, Metachronous|Treatment-Associated Cancer|Treatment-Related Cancer|Cancers, Therapy-Associated|Therapy-Related Neoplasm|Therapy Related Cancer|Neoplasms, Treatment Associated|Second Primary Neoplasms, Metachronous|Therapy-Related Cancer|Therapy Associated Cancer|Second Primary Cancers|Second Primary Neoplasm|Second Primary Neoplasms|Cancer, Therapy-Related|Neoplasm, Second|Neoplasm, Therapy-Related|Neoplasms, Treatment Related|Treatment-Related Neoplasms|Malignancy, Second|Second Neoplasm|Cancers, Second Primary|Therapy-Related Neoplasms|Second Cancer|Metachronous Neoplasms|Neoplasms, Treatment-Associated|Cancer, Treatment-Associated|Neoplasms, Therapy Associated|Therapy Related Neoplasms|Metachronous Second Primary Neoplasms|Therapy-Associated Neoplasm|Therapy-Associated Neoplasms|Therapy Associated Neoplasms|Neoplasm, Second Primary|Treatment Related Neoplasms|Metachronous Neoplasm|Cancers, Second|Neoplasms, Second|Cancers, Therapy-Related|Neoplasms, Therapy Related|Neoplasms, Second Primary|Treatment Associated Cancer|Neoplasm, Metachronous|Treatment-Associated Neoplasm|Treatment-Related Cancers|Neoplasms, Therapy-Associated|Neoplasms, Metachronous Second Primary|Second Cancers|Therapy-Associated Cancer|Neoplasm, Treatment-Associated|Cancer, Treatment-Related|Treatment-Associated Cancers|Neoplasm, Treatment-Related|Cancer, Second|Treatment-Related Neoplasm|Malignancies, Second|Treatment-Associated Neoplasms|Second Neoplasms|Neoplasms, Therapy-Related|Neoplasms, Treatment-Related|Cancers, Treatment-Associated",C04.692
D016638,Critical Illness,Critical Illness,"Illnesses, Critical|Critical Illnesses|Critically Ill|Illness, Critical|Critical Illness",C23.550.291.625
D011254,"Diabetes, Gestational","Diabetes, Gestational","Diabetes, Pregnancy Induced|Gestational Diabetes Mellitus|Diabetes Mellitus, Gestational|Diabetes, Gestational|Diabetes, Pregnancy-Induced|Pregnancy-Induced Diabetes|Gestational Diabetes",C12.050.703.170|C18.452.394.750.448|C19.246.200
D016643,"Encephalopathy, Bovine Spongiform","Encephalopathy, Bovine Spongiform","BSE (Bovine Spongiform Encephalopathy)|Bovine Spongiform Encephalopathy|Encephalopathy, Bovine Spongiform|Bovine Spongiform Encephalitis|Spongiform Encephalopathy, Bovine|Mad Cow Disease|Mad Cow Diseases|BSEs (Bovine Spongiform Encephalopathy)|Encephalitis, Bovine Spongiform",C22.196.250|C10.574.843.300|C10.228.228.800.260|C01.207.800.260
D008594,Primary Ovarian Insufficiency,Primary Ovarian Insufficiency,"Fragile X-Associated Primary Ovarian Insufficiency|Premature Ovarian Failure|Ovarian Insufficiency, Primary|Premature Ovarian Failure 1|X-Linked Hypergonadotropic Ovarian Failure|Resistant Ovary Syndrome|Gonadotropin-Resistant Ovary Syndrome|Primary Ovarian Insufficiency, Fragile X-Associated|Fragile X Premature Ovarian Failure|Premature Ovarian Failure, X Linked|Premature Ovarian Failure, X-Linked|Hypergonadotropic Ovarian Failure, X-Linked|X Linked Hypergonadotropic Ovarian Failure|Gonadotropin Resistant Ovary Syndrome|Ovarian Failure, Premature|Fragile X Associated Primary Ovarian Insufficiency|FMR1 Related Primary Ovarian Insufficiency|FMR1-Related Primary Ovarian Insufficiency|Hypergonadotropic Ovarian Failure, X Linked|Primary Ovarian Insufficiency, Fragile X Associated|Primary Ovarian Insufficiency",C12.100.250.056.630.750|C12.050.351.500.056.630.750|C19.391.630.750
D016657,Cerebral Amyloid Angiopathy,Cerebral Amyloid Angiopathy,"Angiopathy, Cerebral Amyloid|Congophilic Angiopathies|Sporadic Cerebral Amyloid Angiopathy|Congophilic Angiopathy|Cerebral Amyloid Angiopathies|Cerebral Amyloid Angiopathy|Amyloid Angiopathy, Cerebral|Angiopathy, Congophilic",C18.452.845.500.100|C10.228.140.300.510.200.200|C14.907.253.560.200.200
D016659,Psoas Abscess,Psoas Abscess,"Psoas Abscesses|Iliopsoas Abscesses, Pyogenic|Iliopsoas Abscesses|Iliopsoas Abscess, Pyogenic|Iliopsoas Abscess|Psoas Abscess|Abscesses, Iliopsoas|Abscess, Iliopsoas|Pyogenic Iliopsoas Abscess|Abscesses, Pyogenic Iliopsoas|Abscesses, Psoas|Pyogenic Iliopsoas Abscesses|Abscess, Pyogenic Iliopsoas|Abscess, Psoas",C01.830.025.700
D016672,Zenker Diverticulum,Zenker Diverticulum,"Zenker's Diverticulum|Diverticula, Pharyngoesophageal Pulsion|Pharyngoesophageal Diverticulum|Zenker Diverticula|Pharyngoesophageal Pulsion Diverticulum|Pharyngeal Pouch, Posterior|Pharyngeal Diverticula|Zenker Diverticulum|Pharyngo Esophageal Diverticulum|Pulsion Diverticula, Pharyngoesophageal|Esophagopharyngeal Diverticulums|Diverticulum, Esophago-Pharyngeal|Diverticulum, Pharyngoesophageal|Esophago-Pharyngeal Diverticula|Esophago Pharyngeal Diverticula|Diverticulum, Zenker's|Esophago-Pharyngeal Diverticulum|Diverticulum, Zenker|Pharyngoesophageal Pulsion Diverticula|Diverticulum, Pharyngoesophageal Pulsion|Zenkers Diverticulum|Diverticula, Pharyngoesophageal|Posterior Pharyngeal Pouch|Pharyngo-Esophageal Diverticulum|Pulsion Diverticulum, Pharyngoesophageal|Diverticulum, Pharyngo-Esophageal|Zenkers Diverticula|Diverticulum, Pharyngeal|Esophago Pharyngeal Diverticulum|Esophagopharyngeal Diverticulum|Diverticula, Pharyngo-Esophageal|Pharyngeal Diverticulum|Diverticula, Zenker's|Diverticula, Pharyngeal|Pharyngoesophageal Diverticula|Zenker's Diverticula|Pouch, Posterior Pharyngeal|Diverticula, Esophago-Pharyngeal|Pharyngo Esophageal Diverticula|Pharyngo-Esophageal Diverticula|Diverticulum, Esophagopharyngeal",C06.405.205.282.750.625.900|C23.300.415.625.900
D005158,Herpes Zoster Oticus,Herpes Zoster Oticus,"Ramsay Hunt Auricular Syndrome|Neuralgias, Geniculate|Geniculate Neuralgia|Auricular Syndrome of Ramsay Hunt|Geniculate Ganglionitides, Herpetic|Neuralgia, Geniculate|Geniculate Herpes Zoster|Herpes Zoster Oticus|Herpes Zoster Cephalicus|Herpetic Geniculate Ganglionitides|Ramsay Hunt Syndrome|Geniculate Neuralgias|Syndrome, Ramsay Hunt|Herpes Zoster Auricularis|Herpes Zoster, Geniculate|Herpetic Geniculate Ganglionitis|Ganglionitis, Herpetic Geniculate|Geniculate Ganglionitis, Herpetic",C09.218.513|C01.925.256.466.930.750.733|C10.292.319.750|C07.465.299.750
D016706,"Still's Disease, Adult-Onset","Still's Disease, Adult-Onset","Adult-Onset Still's Disease|Still's Disease, Adult-Onset|Adult Onset Still's Disease|Adult-Onset Still Disease|Stills Disease, Adult-Onset|Still Disease, Adult Onset|Adult Onset Still Disease|Adult-Onset Stills Disease|Still Disease, Adult-Onset|Still's Disease, Adult Onset",C20.111.199.870|C17.300.775.099.870|C05.550.114.154.870|C05.799.114.870
D019413,Yin Deficiency,Yin Deficiency,"Xu, Yin|Hsu, Yin|Yin Xu|Yin Deficiencies|Yin Deficiency|Yin Hsu|Deficiency, Yin|Yinxu",C23.550.972
D019413,Yang Deficiency,Yang Deficiency,"Yang Hsu|Yang Xu|Yang Deficiency|Yangxu|Xu, Yang|Deficiency, Yang|Hsu, Yang",C23.550.945
D016715,Proteus Syndrome,Proteus Syndrome,"Proteus Like Syndrome|Syndrome, Proteus-Like|Elephant Man Disease|Proteus-Like Syndrome|Proteus Syndrome",C16.131.077.740|C04.445.435.500|C16.131.621.585.620|C05.116.099.750|C05.660.585.620|C04.651.435.500
D016720,Pneumocystis Infections,Pneumocystis Infections,"P carinii Infection|Infection, Pneumocystis jirovecii|Pneumocystis jirovecii Infections|Infection, Pneumocystis|P. jirovecii Infections|Infection, P carinii|P. carinii Infections|P. carinii Infection|P jirovecii Infection|Pneumocystis jirovecii Infection|Infection, P. carinii|P carinii Infections|P jirovecii Infections|Pneumocystis Infections|Pneumocystis carinii Infections|Infection, P jirovecii|Pneumocystis carinii Infection|Pneumocystis Infection|P. jirovecii Infection|Infection, P. jirovecii",C01.150.703.770
D016724,"Empyema, Pleural","Empyema, Pleural","Empyema, Pleural|Thoracic Empyemas|Pleural Empyema|Empyemas, Thoracic|Thoracic Empyema|Pleural Empyemas|Empyemas, Pleural|Empyema, Thoracic|Pyothorax",C01.748.265|C08.528.240|C08.730.265|C01.830.305.310|C23.550.470.756.305.250
D016726,"Plasma Cell Granuloma, Pulmonary","Plasma Cell Granuloma, Pulmonary","Pulmonary Granuloma, Plasma Cell|Inflammatory Pseudotumor of Lung|Pseudotumor, Inflammatory, Pulmonary|Plasma Cell Granuloma of Lung|Pulmonary Pseudotumor, Inflammatory|Pulmonary Inflammatory Pseudotumors|Inflammatory Pulmonary Pseudotumors|Pulmonary Plasma Cell Granuloma|Granuloma, Plasma Cell, Pulmonary|Inflammatory Pseudotumors, Pulmonary|Inflammatory Pseudotumor, Pulmonary|Pulmonary Inflammatory Pseudotumor|Pseudotumor, Pulmonary Inflammatory|Pulmonary Pseudotumors, Inflammatory|Plasma Cell Granuloma, Pulmonary|Inflammatory Pulmonary Pseudotumor",C08.381.600
D016727,Orbital Pseudotumor,Orbital Pseudotumor,"Inflammatory Pseudotumors, Orbital|Inflammatory Pseudotumor of Orbit|Plasma Cell Granuloma, Orbital|Pseudotumors, Orbital|Orbital Inflammatory Pseudotumors|Pseudotumor, Inflammatory, Orbital|Orbital Pseudotumor|Pseudotumor, Orbital|Orbital Inflammatory Pseudotumor|Granuloma, Plasma Cell, Orbital|Orbital Granuloma, Plasma Cell|Orbital Pseudotumors|Inflammatory Pseudotumor, Orbital|Pseudotumor, Orbital Inflammatory",C11.675.679
D016731,Erythema Infectiosum,Erythema Infectiosum,"Infection, Parvovirus B19|Parvovirus B19 Infection|Erythema Infectiosum|Fifth Disease|Parvovirus B19 Infections",C01.925.825.260|C17.800.229.335|C17.800.838.790.260|C01.925.256.700.300
D016736,Antiphospholipid Syndrome,Antiphospholipid Syndrome,"Anti-Phospholipid Syndrome|Antibody Syndrome, Anti-Phospholipid|Antiphospholipid Syndrome|Syndrome, Antiphospholipid Antibody|Anti Phospholipid Syndrome|Syndrome, Antiphospholipid|Anti-Phospholipid Antibody Syndrome|Syndrome, Anti-Phospholipid|Syndrome, Anti-Phospholipid Antibody|Anti Phospholipid Antibody Syndrome|Antibody Syndrome, Antiphospholipid|Antiphospholipid Antibody Syndrome|Syndrome, Hughes|Antiphospholipid Antibody Syndromes|Hughes Syndrome",C20.111.197
D016738,Alagille Syndrome,Alagille Syndrome,"Paucity of Interlobular Bile Ducts|Syndrome, Alagille|Syndrome, Cardiovertebral|Hypoplasia, Hepatic Ductular|Alagilles Syndrome|Syndrome, Watson Alagille|Syndrome, Alagille's|Syndrome, Watson Miller|Arteriohepatic Dysplasia (AHD)|syndrome, Watson-Miller|Alagille Syndrome 1|Watson Alagille Syndrome|Arteriohepatic Dysplasia|Alagille-Watson Syndrome|Alagille's Syndrome|Hepatofacioneurocardiovertebral Syndrome|Alagille Syndrome 2|Syndrome, Alagille Watson|Ductular Hypoplasia, Hepatic|Dysplasia, Arteriohepatic|Syndrome, Alagille-Watson|Hepatic Ductular Hypoplasia, Syndromatic|Alagille Watson Syndrome|Hepatic Ductular Hypoplasia|Syndrome, Hepatofacioneurocardiovertebral|Dysplasia, Arteriohepatic (AHD)|Alagille Syndrome|Watson Miller Syndrome|Cholestasis with Peripheral Pulmonary Stenosis|Watson-Miller syndrome|Cardiovertebral Syndrome",C14.240.400.044|C16.131.077.065|C16.320.051|C16.131.240.400.044|C06.552.150.125|C06.130.120.135.250.125
D016750,Stiff-Person Syndrome,Stiff-Person Syndrome,"Hyperekplexias, Familial|Stiffman Syndrome|Syndrome, Stiffman|Syndrome, Congenital Stiff-Man|Syndromes, Congenital Stiff-Person|Syndrome, Startle|Hyperekplexia, Hereditary|Syndrome, Stiff-Trunk|Stiff-Man Syndrome|Congenital Stiff Man Syndrome|Syndromes, Startle|Stiff-Person Syndrome|Syndrome, Moersch-Woltmann|Stiff Man Syndrome|Stiff-Man Syndrome, Congenital|Syndrome, Stiff-Man|Syndrome, Congenital Stiff-Person|Familial Hyperekplexias|Moersch Woltmann Syndrome|Stiff-Trunk Syndromes|Stiff-Man Syndromes, Congenital|Congenital Stiff-Person Syndromes|Familial Hyperekplexia|Hyperekplexias, Hereditary|Syndromes, Stiff-Trunk|Startle Syndrome|Stiff-Person Syndrome, Congenital|Congenital Stiff-Man Syndromes|Moersch-Woltmann Syndrome|Hereditary Hyperekplexias|Stiff-Baby Syndrome|Stiff-Person Syndromes, Congenital|Congenital Stiff-Man Syndrome|Syndromes, Congenital Stiff-Man|Stiff-Baby Syndromes|Congenital Stiff-Person Syndrome|Stiff Person Syndrome|Stiff Trunk Syndrome|Startle Syndromes|Syndrome, Stiff-Baby|Hereditary Hyperekplexia|Syndrome, Stiff-Person|Syndromes, Stiff-Baby|Stiff-Trunk Syndrome|Hyperekplexia, Familial",C20.111.258.850|C10.228.854.790|C10.668.900|C10.114.812
D016751,Hepatitis E,Hepatitis E,"Enterically Transmitted Non A, Non B Hepatitis|Hepatitides, Water-Borne|Epidemic Non A, Non B Hepatitis|ET-NANBH|Hepatitis, Viral, Non-A, Non-B, Enterically-Transmitted|Epidemic Non-A, Non-B Hepatitis|Hepatitis, Water Borne|Water-Borne Hepatitis|Hepatitis, Water-Borne|Hepatitis E|Water-Borne Hepatitides|Enterically-Transmitted Non-A, Non-B Hepatitis",C01.925.440.470|C06.552.380.705.470|C01.925.782.455
D056104,"Death, Sudden, Cardiac","Death, Sudden, Cardiac","Cardiac Arrest, Sudden|Sudden Death, Cardiac|Cardiac Arrests, Sudden|Sudden Cardiac Death|Cardiac Death, Sudden|Sudden Cardiac Arrest|Death, Sudden, Cardiac|Death, Sudden Cardiac|Death, Cardiac Sudden|Cardiac Sudden Death|Arrest, Sudden Cardiac",C14.280.383.220|C23.550.260.322.250
D016766,Feline Infectious Peritonitis,Feline Infectious Peritonitis,"Feline Infectious Peritonitides|Infectious Peritonitis, Feline|Feline Infectious Peritonitis|Infectious Peritonitides, Feline|Peritonitis, Infectious, Feline|Peritonitis, Feline Infectious",C01.925.782.600.550.200.360|C22.180.440
D016767,Caroli Disease,Caroli Disease,"Caroli Disease|Carolis Syndrome|Disease, Caroli's|Carolis Disease|Syndrome, Caroli's|Caroli's Syndrome|Disease, Caroli|Caroli's Disease|Caroli Syndrome",C16.131.077.245.250|C16.320.184.250|C06.198.184.500|C06.130.120.127.500|C16.131.314.184.500
D016769,Embolism and Thrombosis,Embolism and Thrombosis,Thrombosis and Embolism|Embolism and Thrombosis,C14.907.355
D016770,Ciliophora Infections,Ciliophora Infections,"Ciliophora Infections|Ciliophora Infection|Infections, Ciliophora|Infection, Ciliophora",C01.610.752.200
D016773,"Leishmaniasis, Cutaneous","Leishmaniasis, Cutaneous","Leishmaniases, Cutaneous|New World Leishmaniasis|American Leishmaniasis|Cutaneous Leishmaniases|Cutaneous Leishmaniasis|Old World Leishmaniasis|Sore, Oriental|Leishmaniasis, Old World|Oriental Sore|Leishmaniasis, New World|Leishmaniasis, Cutaneous|Leishmaniasis, American",C17.800.838.775.560.400|C01.610.858.560.400|C01.610.752.300.500.400|C01.920.813.400
D016774,"Leishmaniasis, Diffuse Cutaneous","Leishmaniasis, Diffuse Cutaneous","Cutaneous Leishmaniases, Diffuse|Diffuse Cutaneous Leishmaniases|Leishmaniasis, Diffuse Cutaneous|Leishmaniases, Diffuse Cutaneous|Cutaneous Leishmaniasis, Diffuse|Diffuse Cutaneous Leishmaniasis",C17.800.838.775.560.400.350|C01.610.858.560.400.350|C01.610.752.300.500.400.350|C01.920.813.400.350
D016776,Blastocystis Infections,Blastocystis Infections,"Blastocystis Infection|Blastocystis hominis Infection|Infections, Blastocystis|Infections, Blastocystis hominis|Blastocystis Infections|Infection, Blastocystis hominis|Blastocystis hominis Infections|Infection, Blastocystis",C01.610.752.049.250|C06.405.469.452.250|C01.610.432.250
D016778,"Malaria, Falciparum","Malaria, Falciparum","Malaria, Falciparum|Plasmodium falciparum Malaria|Malaria, Plasmodium falciparum",C01.610.752.530.650|C01.920.852.750.650
D016779,"Malaria, Cerebral","Malaria, Cerebral","Meningitis, Malaria|Malaria, Cerebral|Malaria Meningitis|Cerebral Malaria",C01.610.752.530.620|C01.610.105.300.500|C01.920.852.750.620|C10.228.228.205.300.500|C01.207.205.300.500
D016780,"Malaria, Vivax","Malaria, Vivax","Malaria, Vivax|Malaria, Plasmodium vivax|Vivax Malaria|Plasmodium vivax Malaria",C01.610.752.530.700|C01.920.852.750.700
D016781,"Toxoplasmosis, Cerebral","Toxoplasmosis, Cerebral","Toxoplasmosis, Central Nervous System|Cerebral Toxoplasmosis|Intracranial Toxoplasmosis|Toxoplasmosis, Cerebral|Toxoplasmoses, Cerebral|Central Nervous System Toxoplasmosis|Toxoplasmosis, Intracranial|is|Neurotoxoplasmos",C10.228.228.205.300.800|C10.228.140.116.800|C01.207.090.800|C01.207.205.300.800|C01.830.025.160.800|C10.228.228.090.800|C01.610.105.300.800|C01.610.752.250.800.250
D016849,"Keratitis, Herpetic","Keratitis, Herpetic","Keratitis, Herpetic|Ocular Herpes Simplex|Keratitides, Herpes Simplex|Herpetic Keratitides|Herpes Simplex Keratitides|Keratitis, Herpes Simplex|Herpetic Keratitis|Herpes Simplex Keratitis|Keratitides, Herpetic|Herpes Simplex, Ocular",C11.204.564.425|C11.294.800.475|C01.925.256.466.382.465|C01.925.325.465|C01.375.725.465
D000472,Hypocapnia,Hypocapnia,Hypocapnias|Hypocapnia,C23.888.852.614
D016862,"Tuberculoma, Intracranial","Tuberculoma, Intracranial","Intracranial Tuberculoma|Tuberculoma, Intracranial|Abscess, Tubercular, Intracranial",C01.150.252.410.040.552.846.493.400|C01.150.252.223.850.400|C01.207.180.850.400|C01.150.252.410.040.552.846.617.200.300|C10.228.228.180.850.400
D016863,Bacillaceae Infections,Bacillaceae Infections,"Infections, Bacillaceae|Infection, Bacillaceae|Bacillaceae Infection|Bacillaceae Infections",C01.150.252.410.090
D016158,Li-Fraumeni Syndrome,Li-Fraumeni Syndrome,Li Fraumeni Syndrome|Li-Fraumeni Syndrome,C18.452.284.520|C16.320.700.600|C04.700.600
D016866,Bacteroidaceae Infections,Bacteroidaceae Infections,"Bacteroidaceae Infections|Infections, Bacteroidaceae|Infection, Bacteroidaceae|Bacteroidaceae Infection",C01.150.252.400.110
D016868,Serratia Infections,Serratia Infections,"Serratia Infection|Serratia Infections|Infections, Serratia|Infection, Serratia",C01.150.252.400.310.850
D016869,Ureaplasma Infections,Ureaplasma Infections,"Infections, Ureaplasma|Infection, Ureaplasma|Ureaplasma Infection|Ureaplasma Infections",C01.150.252.400.610.850
D016870,Neisseriaceae Infections,Neisseriaceae Infections,"Neisseriaceae Infections|Infection, Neisseriaceae|Infections, Neisseriaceae|Neisseriaceae Infection",C01.150.252.400.625
D016871,Pasteurellaceae Infections,Pasteurellaceae Infections,"Infection, Pasteurellaceae|Pasteurellaceae Infections|Infections, Pasteurellaceae|Pasteurellaceae Infection",C01.150.252.400.700
D016873,Ehrlichiosis,Ehrlichiosis,"E. ewingii Infection|Infection, E. chaffeensis|Ehrlichia ewingii Infections|Human Ehrlichioses|Ehrlichia Infections|E chaffeensis Infection|E chaffeensis Infections|E. chaffeensis Infection|Ehrlichiosis|Ehrlichia Infection|Infections, E chaffeensis|Ehrlichia chaffeensis Infections|Ehrlichia ewingii Infection|Ehrlichia chaffeensis Infection|Human Ehrlichiosis|E ewingii Infection|E. ewingii Infections|Infection, E chaffeensis|Ehrlichioses|E ewingii Infections",C01.920.930.300|C01.150.252.400.054.750
D016878,POEMS Syndrome,POEMS Syndrome,"Polyneuropathy Organomegalies|Syndrome, Takatsuki's|Organomegalies, Polyneuropathy|Polyneuropathy Organomegaly|Takatsuki Syndrome|Takatsuki's Syndrome|Crow-Fukase Syndrome|POEMS Syndrome|Polyneuropathy, Organomegaly, Endocrinopathy, M Protein, and Skin Changes Syndrome|Crow Fukase Syndrome|Syndrome, POEMS|Organomegaly, Polyneuropathy|Syndrome, Crow-Fukase",C20.683.780.750|C16.131.077.703|C10.668.829.800.700|C15.378.147.780.750
D016881,Microsporidiosis,Microsporidiosis,"Microsporidia Infection|Microsporidia Infections|Infection, Microspora|Microsporidioses|Microspora Infections|Microspora Infection|Infections, Microspora|Infections, Microsporidia|Microsporidiosis|Infection, Microsporidia",C01.150.703.617
D016883,Diabetic Ketoacidosis,Diabetic Ketoacidosis,"Acidosis, Diabetic|Diabetic Acidoses|Diabetic Ketoacidoses|Diabetic Ketoacidosis|Diabetic Acidosis|Ketoacidoses, Diabetic|Ketosis, Diabetic|DKA Diabetic Ketoacidoses|Diabetic Ketosis|Ketoses, Diabetic|Diabetic Ketoacidosis, DKA|Ketoacidosis, DKA Diabetic|DKA Diabetic Ketoacidosis|Diabetic Ketoses|Ketoacidosis, Diabetic|Acidoses, Diabetic",C18.452.076.176.652.500|C19.246.099.812
D016884,"Polyendocrinopathies, Autoimmune","Polyendocrinopathies, Autoimmune","Deficiency, AIRE|Polyendocrinopathy, Autoimmune|Autoimmune Polyglandular Syndrome Type II|Autoimmune Polyglandular Syndrome Type I|Autoimmune Polyendocrinopathy Syndrome Type 1|Polyendocrinopathy Candidiasis Ectodermal Dystrophy, Autoimmune|Schmidt's Syndrome|Polyendocrine Autoimmune Syndrome, Type II|Schmidt Syndrome|Autoimmune Polyglandular Syndrome, Type 1|Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal-Dystrophy|Autoimmune Syndrome Type II, Polyglandular|Autoimmune Syndrome Type I, Polyglandular|Autoimmune Polyglandular Syndrome, Type 3|Polyendocrinopathies, Autoimmune|Polyendocrinopathy-Candidiasis-Ectodermal-Dystrophy, Autoimmune|Syndrome, Schmidt|AIRE Deficiencies|APECED|Autoimmune Polyendocrine Syndrome, Type 2|Polyglandular Type III Autoimmune Syndrome|Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy|Syndrome, Schmidt's|AIRE Deficiency|Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy, Autoimmune|Polyglandular Deficiency Syndrome, Type 2|Autoimmune Polyendocrine Syndrome, Type II|Polyglandular Autoimmune Syndrome, Type 2|Polyglandular Autoimmune Syndrome, Type I|Autoimmune Polyendocrinopathy Candidiasis Ectodermal Dystrophy|Diabetes Mellitus, Addison Disease, Myxedema|Autoimmune Syndrome Type III, Polyglandular|Polyglandular Autoimmune Syndrome, Type 3|Diabetes Mellitus, Addison's Disease, Myxedema|Autoimmune Polyendocrinopathy|Autoimmune Polyendocrinopathy with Candidiasis and Ectodermal Dystrophy|Polyglandular Autoimmune Syndrome, Type 1|Multiple Endocrine Deficiency Syndrome, Type 2|Polyglandular Type I Autoimmune Syndrome|Autoimmune Polyglandular Syndrome Type III|Autoimmune Polyglandular Syndrome, Type I|APS Type 1|Polyglandular Type II Autoimmune Syndrome",C19.787|C20.111.750
